author,comment
10k_enanoo,Still the best movie that has ever dropped and forever will be the best movie to ever drop.
DEADPOOL wrestler,It can't be 2 years. We just seen this in theaters.
Prithvi Gupta,I don't think there'll will this much HYPE for a movie again.
.,jan 28 2022 and i know all the marvel fans want to go back in time just to relive the first theatre experience of endgame'
Rohan Kar,"Man, this is what I call how to build hype. I'm speechless. The Avengers Theme with the dark & emotional atmospheric feel made me cry so bad that, it's just inexpressible.
“Whatever it takes”"
Parker Reynolds,2 years already? Feels like yesterday!
The Vagabond,"Some people watch the trailer without liking it

But not us."
Muh. Fadhil Anugrah Fasya,those were beautiful days
sinister strange,"We Don't want COVID vaccine,we need a vaccine to remove this from our heads,so we can rewatch this in theatres and have the same hype"
die345,Chidoee
Spensta T,"I unfortunately was a victim of spoilers, and I never saw this movie in theaters because I was not a big marvel fan at the time.  Then I played the LEGO Marvel games during COVID, then the Avengers game that everyone has forgotten about by now, and those games really got me into it.  Then my dad got disney+ right after I graduated high school (2021) and one of many things I was dying to check out was the MCU, so I binged every movie in release order, even the ones I had already seen in the past (iron man 1-3, Avengers 1-2, Guardians) and Infinity War blew me away despite me knowing the end result, and so did Endgame.  It was as if I never got spoiled in the first place.  Now I'm all caught up on MCU content except for Eternals, and I am hyped for No Way Home.  I am so glad I finally witnessed this phenomenon, and I love it 3000:)"
BozeMøntana,I’m doing a time heist. To see this movie for the first time.
Kj,I don’t think my heart can take it if Thor doesn’t get a win
DOOMBLAZER,Everyone tomorrow we NEED to get the official trailer to Spider-Man No Way Home to at LEAST 100 Million Views
FireflyRevolution,"I really miss those times where we all were excited for the trailer, waiting for weeks and months and theorizing what's going to happen and guess what we gonna get in the trailer, what a time man, Avengers endgame was such a fantastic movie. ️"
Siddharth Dogra,So sad for yelena.....the sibling bond was so exciting and better to watch!!!
Enzo Argentino,The fact that they didn't show anything about the movie it's just perfect
mr_sourabh77,️️️
Josh Guest,"I remember when this trailer came out. We were in class, and people started talking about Avengers; fair enough, verey popular series. Then I looked at my phone, and saw the notification for this trailer. The whole class basically exploded, and we al (about 20 people) begged our teacher to let us watch the trailer on the whiteboard. Our teacher pulled it up on youtube, And I'll never forget the pure collective joy that an entire room of young teenagers felt in that moment. This movie was something special, and we'll never see anything like it again."
Smiv,Wish I could go back in time to feel the endgame hype again
eddie jaimes,"este siempre sera el mejor trailer de la historia, a ver si el 2do trailer no way home lo supera"
عبدالرحمن ترک,kgf break this trailer record 
John Ambriz,The only way Spider-Man no way home can even be on the same level as this is if they bring back tobey and Andrew
Rachel Binu,️️️️
S Visuals,"People back then:

Laughing at Natasha training with a gun"
Isaiah The Potato,"God, we have 3 of our favorite super hero’s dead or to old, and the rest are part time, almost their times as well, I’m not ready"
Multiple Muffins,Y’all better be clapping in the theater when that Stan lee cameo shows up
GabrielWars100,I think Avengers: Endgame was truly a once-in-a-lifetime experience. I'd do anything to get the hype feeling again.
Anagha Vempaty,"I regret not being a Marvel fan during this time... I watched the entire MCU so far on my laptop. But this movie is just on a different level. Imagine watching this in a theatre while the crowd goes wild. Can only imagine how awesome that would have been...
Edit - Thanks for the 254 likes. Never got these many in my life"
MAGA Trump 2024,RIP IRON MAN ️
BettyMacro The 97th,There will never be a film that had so many theories and was so talked about ever again in the history of humanity. What a privilege it was to experience the Excitement of this World wide event.
Your Name,Most viewed trailer ever
NoSpeaking YT,"Some people think it's weird that keep watching this trailer everyday.


But not us."
ItzzCastlz,I still can't forget how good this movie is
sandesh kumar ny,Tony’s “whatever it takes” feels something else
JESSY ANTONY,Iron man 
Wyatt R.,"I still get chills watching this trailer. Truly the end of an era. I remember I wanted this movie to come out so bad, I should’ve enjoyed it more. I will never see hype like that in my life for another movie"
Lybee _,Endgame wasn't the end of og Avengers but also Marvel
Z. B. G.,"Infinity war - Thor: Bring Me Thanos.
Endgame - Thor: Bring Me Beer."
Chronological Gamerz,No one can deny that the theme music is on another level humankind has not even discovered. This theme music itself is the best
Sintro,our kids will experience a whole different beginning and end of a new series like the MCU...but whatever it will be...i think im glad i lived through this one.
Youtubenautas,Can you revive Iron Man with the dragon spheres. sorry i mean with the infinity gems?
cow 🐮,"Every time I watch this trailer, I get chills and tear up a bit. The mcu has come so far since iron man first came out. I'm so proud to be a part of the fandom."
Ashik vichu,"Yeah  the  recommended trailers , marvel never gonna stop that"
Leugim,"Final scene 

""In the loving memory of Stan Lee"""
DARK-lXl•_•lXl-N3XUS,One of the best movies in the MCU and whole Marvel universe
Karbon,This could have all been avoided if Gamora had just went right. Smh
Tania Khatun,This movies side effects is so nostalgia
MarvelVerse,"Greatest movie of all time. I really miss 2019, and I’m bout to go rewatch this again now that I’ve seen the trailer again."
NoNameN0Fame,Whatever it takes.
Niji,"Please understand I mean no harm with this comment and I don’t mean to offend anyone. Maybe I am just crazy but the way that everyone dissolved in this movie really reminded me a lot of what happened in WW2. The atrocities that happened then are unimaginable and this absolutely breaks my heart because some scenes remind me of those times. Endgame is one of the most beautiful and heartbreaking movies ever made and quite honestly…. I think in the future this may qualify as a documentary. I love you all of you humans, Please pray for the souls who have not yet seen this masterpiece! P.S. I know this from DC but I just wanted to end this comment with a positive message. We can all be Superman and save the world if only we tried. Just remember: With great power comes great responsibility!"
Colorful World,I miss you
Sangita Patel,Some people won't watch trailers after watching movie....but not us .......NOT US!
Hellstar Boy Gaming,The hype of no way home is still nothing compare to end game️️
Lily Harris,"Thanks Marvel, for making it weird (depressing)"
captain,The thumbnail!!!
MightyManotaur22,This movie will go down as the biggest pop culture event of our lifetime
Micheal Myers,This is peak MCU
Baby,This movie better be at least 5 hours long
Callum Rangan,"Unpopular opinion, NWH had more of a hype than this movie. Still, the hype for Endgame was unreal."
Blake Cattle,Why is the trailer cooler than the actual movie?
No Name,2022 anyone still rewatch the trailer?
Erica,God i wish my memory of this movie  could vanish eventually so i can watch it again with the greatest hype of all time
cyerille,I will forever hate myself for being so stupid and lazy years ago where i didn't get to experience all the hype when all mcu movies was released and now I just finished endgame and yeah it's one of the best movies i've ever watched and all the other mcu films
Pixer4k,"""even if there's a small chance...""
shows ant-man"
The Unbiased Guy.,"Tony , Natasha and Steve say "" Whatever it takes "" but Thor says he has seen how all these people die. 
Because it already took him everything. Nothing is left to be taken away from him."
Adrian D'cruz,"I present to you


The highest grossing movie of all time"
AlChampz,"It means something else now. 
The world has changed and none of us can go back to 2019. This is the fight for our lives and we are going to win it. Whatever it takes."
Steel ✰ Blue • Eyes,"I honestly have so much regret not being a Marvel fan when IW and Endgame came out. Everyone was so excited, and hyped up. I would've LOVED to see it in theaters, with a full crowd. Watching it at home I feel like it doesn't have the same experience. I love this fandom, and all the cast, crew, and creators. I will forever be apart of Marvel <3"
Techify Tech,This endgame ended most of the main characters 
Sintro,Can't wait to show my kids this while my wife and I reminisce when it came out as we were kids.
Sam Mejah,"End game is a legendary movie. But only thing that they didnt get right is Hulk's character. He should have been meaner, bigger, more powerful like the hulk from ""The Incredible Hulk"" played by Norton."
Vince Vergel de Dios,"Who's here after 6 months?

Some people move on, but not us."
Saransh Gautam,"2 years passed the movie was released!
even today, when tony stark says ""whatever it takes"" it gives me goosebumps"
David Lewellen,"I still get goosebumps. Watching this and remembering what it felt like. The yearlong wait, the buildup, the emotional attachment, the internal understanding that when they said ""whatever it takes"" they meant it. Cheering our heroes on screen like they are REAL."
DEMAK EVO Z X LC135,THANOS WAS RIGHT
Mahue Wi,This was truly the end of an era. Like what a way to end the OG's and begin new stories in the MCU.
Darth Godzilla,Fantastic movie
someone known,"Avatar : Highest grossing film ....
Endgame : Hold my beer
Thor : Ummm..... I drank it ...."
Avishek Sarkar,It's amazing that how people still watch this trailer to this day and feel amazed and nostalgic. It'll be with us for years
