author,comment
Christopher Chang,Zuck must have spent lots of time with Peter T...his speech and body language mannerisms are almost exactly the same.
SargentandGreenLeaf,"Lex Friedman, so you are part of the machine huh? Good to know, explains why I've never listened to you.  Why else would you have this guest ."
Sherif Ehab,"I think this is the first time I get to see the ""real"" ""nerd"" mark that's just like every other passionate programmer ready to talk about what he loves for hours given the chance, even though it's mostly advertisement for metaverse, I appreciate you showing us this side of him Lex :)"
TheTopAwesome,Zucc keeps using race and political relations as a reason for being disliked. Lex didn't tackle at the real questions. Should've asked him why he micro-analyzes humans.
SmackyMc Productions,"The way to combat misinformation is by facilitating debate, not by censoring information that conflicts with the centralized narrative.  See scientific method"
Connor Kearley,I’m lowkey really sad that these interview questions were so boring 😭 i wanted to hear more about the metaverse
Arbitrage,"I don't understand the drive to move from reality to augmented reality. I mean, it's a cool toy, but living in it or conducting business in it befuddles me. Why...?"
Universal creator,"Has somebody asked. Why? Why do we need to create metaverse. Yeah things are fun. But what is the cost. There is always a cost. Can we at least have a global conversation to see if the cost is worth it.. It is probably not going to be stopped, but then at least we are more understanding to keep the cost to a minimum."
Kelly Barnes,"Wow, Lex, you are amazing - you managed to get the human out of Zuck. I wasn’t even going to watch this but glad I did. He should thank you 😉"
ChaosTherum,"Nobody is arguing about the definition of hate speech, the free speech side of the argument fully accepts hate speech is a thing, we just also say sadly it is still free speech and must be allowed, without hate speech there is no free speech."
Mathieu Beaulieu,"Lex please explain us the meaning of the 70's macrame dish rack behind Mark ? Is there a connection with the lighting? Because he is too pale, you cannot put only the usual black curtain?"
randobad,"He builds products that make him money, people get angry using this product, he gave them what they want, people want to fight. People are stupid."
Johno Johnson,The Zuck has the look of a digital projection in real life. That’s why he is so desperate to get into the meta world as he like look normal in there
Real Pc Benchmark,"There is something about this fella that say to me ""don't trust him'"
Paul Fidika,"The problem with Facebook is that it changed from being a platform on which people express ideas, to a moderator of those ideas. Moderating ""misinformation"" and ""hate speech"" is an impossible task, and Facebook shouldn't pretend that it can. Now rather than getting mad at Trump for saying something mean on Facebook, the public gets mad at Facebook for not censoring him. Rather than criticizing Joe Rogan for covid misinformation, the public gets mad at Spotify for not censoring him. Platforms should allow for the expression of ideas, not put their own judgements on top of them."
Nicholas,I don't agree with Mark's stance that 'everybody agrees there is a line with speech'. I don't think any one person or one company is able to decide what that line is and therefore we can not have any such line. I make the argument that what is more dangerous than speech is dogma - perspectives that are taken as faith and go unquestioned.
social experimentalist,Lex - your intros are gold and your humility shines through. I am however surprised that the comments section is not very challenging of this interview. Whilst you did ask him some tricky questions you let him off the hook in my opinion although I realise you weren't trying to hook him. He needs to be grilled on the fact that FB has tricked people out of their data which they  OWN. And you should have pushed him on the so called fact checkers. Furthermore on his company being in bed with big pharma and corrupt governments
virtualee2000,"Zuckerborg has no social skills, yet he is controlling that narrative for his platform users. Just a thought."
Stu,"""They were so preoccupied with whether or not they could, they didn't stop to think if they should..."" - Ian Malcolm"
twojstary,"""we are trying to connect people"" . Yes yes you are but  unfortunately AI will never know how to do that."
Mike Buxton,Bro's(mark) got a full head of hair. Grow it out and Please drop the Caesar cut✂️
James C,A robot interviews another robot.
David Becker,The most humanizing thing I've ever seen mark do. This is a pr triumph for him and quite the media coup for you lex. Thanks to you both for an interesting conversation!
,This is the first time I saw Mark open up in a more human way and it was really cool to see. I hope he does more interviews/podcasts like this.
