author,comment
A Flight Of Bumblebee,"Why only 40% vote to remove a law?...that seems odd , if the 60 % majority of people want a law to stand that it can be voted away for the happiness or benefit of a lesser quantity of people?!...."
paokmoo,"Elon is your best quest by far. He will go to the history. I have followed him for over 15 years now. Ofcourse it will be more Tesla bots than Tesla car, buy far, ez."
NFTSTAR9,GREAT :)
Jameel,"The Turing test has finally been achieved.  2 bi-pedal, humanoid robots with AGI have convinced humans they are self-conscious and sentient beings."
We are one with the mountains,"A 12 second silence at minute 17:07, that was really cool, the 22 second one at min 27:46 even better"
DeetOpian Sky,Colonizing Mars would be much easier if the hulls of the Star Ships could be linked to create a rail-gun (magnetic tunnel) to hyper accelerate cargo/passenger vehicles while in space.
Lazarus Basilio,"Elon and Lex said once he would talk to Putin, lets cancel them! Sorry my maggot brain jumped the gun."
adkenzo,"This works because Lex will ask the crazy questions and Elon will always oblige , thanks"
TubeDude420,"Elon: 110011100001111000

Lex : 111001110000110000"
Jarred Davidson,"Best Elon Musk podcast yet. It is hard to ask good questions, and you did just that, Lex. Bravo!"
Corey Mason,What happens when carbon based (tangible) AI devices figure out how to move the space in front of them? 
Krypt Design,This interview is incredible and I haven’t finished yet. I keep getting hairs stand up and zaps in my head. I wish I had this sort of drive and motivation.
Diane,Elon some people can't relate its because they can't think outside the box. I feel you are brilliant and I pray you stay on the conservative side dont let putin drive you away. Love you!!!
Mohan Nataraj,This is pretty amazing interview...
Petar Atansov,It would be great Arnold Schwarzenegger to come in and...
O K,Great interview. Well done Lex!
jesman1216,red dwarf did the robot toaster first~
RealRusty ⚡️,"Спасибо Алёша, с удовольствием посмотрел ваше интервью с самым главным человеком нашего поколения (IMHO). Вы очень правильно себя вели с Илоном, давая ему достаточно времени обдумать свой ответ. Именно таким я представлял себе серьезное интервью с господином Маском. Спасибо."
Gowtham Ravichandran,"When Elon stops speaking for a while to think, I have this inner feeling ""Is something wrong with my internet connection or my device ? "". 

Do you feel the same ?"
Tedward,"As a huge fan of Elon, it's so frustrating to be excited about his efforts and have a circle of people that want to focus on silly shit in his life. People that are really brilliant,  but swayed by dumb media and (probably) a subconscious fear of intelligence they can't understand. "
Maori Rambo,omg bulletproof solar pannels to run solar powered tanks
secretSquirrel006,""" I don't care about optimism or pessimism, fuck that we're going to get it done.""   I love it."
Wicksley Snipes,"Have Jeff Booth on, please?!?!?"
Fo Jo,Such great insight to who Elon is and what his intentions truly are. So cool to see a CEO of his level give interviews like this- truly inspiring- are there any other comparable CEOs that do anything like this?
J Simo,elon's neuralink seems to be working well. his eyes are reading something everytime he answers
Arjun Saharawat,"The way he said ""I love humanity"", made me realise that he's not from Earth"
aisimplified,Get the atoms in that shape!!!%
emelio estavez,How would one tell Elon about a dream they had about emf flywheel turbine engines ?
Manni Welli,Someone should add a 'buffering' watermark over the vid when he does this 1:00:46 
Flo Rider 2024,"""So youre saying there's a chance!"" Well placed Dumb and Dumber reference Lex"
Rod Schmidt,"As an insurance policy on the insurance policy, should we send to Mars some living things that could evolve there?

Maybe with a time-release, so that, if Plan A works out, we can cancel it and they won't be released?"
,What a beautiful conversation between 2 Robots
Андрій Кравець,2:22:55 damn good advice to go through the condemned version of encyclopedia to find out what you like 
Nicholas Dappolonia, I think you nailed it just about all of itjust  thank you for saying it️
John Brown,On object permanence. my cat chases the mouse cursor on the front of my computer screen but when I push it to the edge the cat tries to find it on the back of the monitor
Alan Tennant,"yep, with infinite compute and memory oracle level AI that predicts the future wonderfully is near trivial, getting it to run on a real limited physical computer, way harder"
Ric May,Tesla cars have basic quality issues …reliability….the space conversion is mute ….garbage
Nathan Quick,"17:39 “I don’t care about optimism or pessimism, fuck that, we’re going to get it done” 
Elon is a national treasure."
Joseph Marquez,Musk is the only guest that makes Lex's intellect seem absolutely pedestrian by comparison. It must be quite difficult for Musk to even deal with regular people at all.
YC Liew,"I think Elon missed out on 1 specific feature of cryptocurrencies when he talked about inflation/deflation. In their current form, Cryptocurrencies, especially Bitcoin, strongly rely on their value in form of USD. Even Tesla can't accept Bitcoin/Dogecoin without referencing the price of Tesla's products sold in USD. Inflation/deflation are both irrelevant until its widely accepted."
Viraj Shah,cant believe tesla is also sitting and tagging those images. what a waste of talent. there must be some way to automate that process?
